# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: x
#   datatype: int32
# - name: y
#   datatype: int32
# - name: sep
#   datatype: float64
# - name: weight
#   datatype: float64
# schema: astropy-2.0
sexcat_id x y sep weight
172 2266 2520 4.985642686755816 0.3980493242543947
172 2267 2520 4.640111313320158 0.4851621528043977
172 2268 2520 4.494956395784246 0.5521973117900598
172 2269 2520 4.569314281158792 0.5746660152207732
172 2265 2521 4.711542528726807 0.4471225929591848
172 2266 2521 4.107631069120177 0.6024157561276211
172 2267 2521 3.680575090933664 0.7743344773580824
172 2268 2521 3.49580219692152 0.9113351511360981
172 2269 2521 3.590909773302763 0.943283210114696
172 2270 2521 3.9457107091120203 0.8498400077284045
172 2264 2522 4.8518690213155 0.4361766047868691
172 2265 2522 4.0267397482331795 0.6368721617838271
172 2266 2522 3.2997928722877425 0.9273919242047515
172 2267 2522 2.750024181712039 1.2994486448457343
172 2268 2522 2.4973251690560736 1.6251776786378014
172 2269 2522 2.6288082851362375 1.6545317323089668
172 2270 2522 3.0959058448216576 1.358309984088496
172 2271 2522 3.776060513286417 0.9806082365064607
172 2264 2523 4.422288208608825 0.56247396514507
172 2265 2523 3.4972321913193913 0.8788893504018769
172 2266 2523 2.627666835807122 1.4180550080069836
172 2267 2523 1.8917275173767996 2.3025479730296547
172 2268 2523 1.5008774100507236 3.30115983045091
172 2269 2523 1.7107404829489907 3.1634548165193417
172 2270 2523 2.3665656551214727 2.1180387877654727
172 2271 2523 3.205406838452882 1.2996952822183867
172 2263 2524 5.18638920637473 0.4319536134010392
172 2264 2524 4.1919724474285704 0.6760157687553666
172 2265 2524 3.2010362384703264 1.116718603317059
172 2266 2524 2.218249985912371 1.9950137602174973
172 2267 2524 1.2627877889812729 4.029936418759026
172 2268 2524 0.5182981767285987 9.008931291728883
172 2269 2524 0.9708928880160611 6.037206838555132
172 2270 2524 1.9017447252457795 2.761063662732119
172 2271 2524 2.8793459326729263 1.4659274367064494
172 2264 2525 4.193880422711155 0.7309661859643906
172 2265 2525 3.2035344543175865 1.2201505474936405
172 2266 2525 2.221853505521877 2.2137329033574793
172 2267 2525 1.2691071664756421 4.573648635834434
172 2268 2525 0.5335100748812635 9.422189067454331
172 2269 2525 0.9790980543335737 5.202645898088141
172 2270 2525 1.9059467463703617 2.4563000023098227
172 2264 2526 4.427711937332816 0.6975831505471948
172 2265 2526 3.504088041131315 1.107016120373601
172 2266 2526 2.6367845949184923 1.7997481264378354
172 2267 2526 1.9043720749894057 2.8152230862898144
172 2268 2526 1.5167837683728795 3.393220600435512
172 2269 2526 1.7247124397995774 2.6288530367777283
172 2265 2527 4.0366611202823455 0.8663855477635105
172 2266 2527 3.311892661303971 1.224563274909445
172 2267 2527 2.764531244171257 1.569230725405038
172 2268 2527 2.5132912684364808 1.6603535215249317
