# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: x
#   datatype: int32
# - name: y
#   datatype: int32
# schema: astropy-2.0
sexcat_id x y
2 3391 242
2 3392 242
2 3396 242
2 3397 242
2 3398 242
2 3399 242
2 3400 242
2 3389 243
2 3390 243
2 3391 243
2 3392 243
2 3393 243
2 3394 243
2 3395 243
2 3396 243
2 3397 243
2 3398 243
2 3399 243
2 3400 243
2 3401 243
2 3402 243
2 3403 243
2 3387 244
2 3388 244
2 3389 244
2 3390 244
2 3391 244
2 3392 244
2 3393 244
2 3394 244
2 3395 244
2 3396 244
2 3397 244
2 3398 244
2 3399 244
2 3400 244
2 3401 244
2 3402 244
2 3403 244
2 3404 244
2 3386 245
2 3387 245
2 3388 245
2 3389 245
2 3390 245
2 3391 245
2 3392 245
2 3393 245
2 3394 245
2 3395 245
2 3396 245
2 3397 245
2 3398 245
2 3399 245
2 3400 245
2 3401 245
2 3402 245
2 3403 245
2 3404 245
2 3405 245
2 3386 246
2 3387 246
2 3388 246
2 3389 246
2 3390 246
2 3391 246
2 3392 246
2 3393 246
2 3394 246
2 3395 246
2 3396 246
2 3397 246
2 3398 246
2 3399 246
2 3400 246
2 3401 246
2 3402 246
2 3403 246
2 3404 246
2 3405 246
2 3406 246
2 3386 247
2 3387 247
2 3388 247
2 3389 247
2 3390 247
2 3391 247
2 3392 247
2 3393 247
2 3394 247
2 3395 247
2 3396 247
2 3397 247
2 3398 247
2 3399 247
2 3400 247
2 3401 247
2 3402 247
2 3403 247
2 3404 247
2 3405 247
2 3406 247
2 3385 248
2 3386 248
2 3387 248
2 3388 248
2 3389 248
2 3390 248
2 3391 248
2 3392 248
2 3393 248
2 3394 248
2 3395 248
2 3396 248
2 3397 248
2 3398 248
2 3399 248
2 3400 248
2 3401 248
2 3402 248
2 3403 248
2 3404 248
2 3405 248
2 3406 248
2 3385 249
2 3386 249
2 3387 249
2 3388 249
2 3389 249
2 3390 249
2 3391 249
2 3392 249
2 3393 249
2 3394 249
2 3395 249
2 3396 249
2 3397 249
2 3398 249
2 3399 249
2 3400 249
2 3401 249
2 3402 249
2 3403 249
2 3404 249
2 3405 249
2 3406 249
2 3407 249
2 3384 250
2 3385 250
2 3386 250
2 3387 250
2 3388 250
2 3389 250
2 3390 250
2 3391 250
2 3392 250
2 3393 250
2 3394 250
2 3395 250
2 3396 250
2 3397 250
2 3398 250
2 3399 250
2 3400 250
2 3401 250
2 3402 250
2 3403 250
2 3404 250
2 3405 250
2 3406 250
2 3407 250
2 3383 251
2 3384 251
2 3385 251
2 3386 251
2 3387 251
2 3388 251
2 3389 251
2 3390 251
2 3391 251
2 3392 251
2 3393 251
2 3394 251
2 3395 251
2 3396 251
2 3397 251
2 3398 251
2 3399 251
2 3400 251
2 3401 251
2 3402 251
2 3403 251
2 3404 251
2 3405 251
2 3406 251
2 3407 251
2 3408 251
2 3382 252
2 3383 252
2 3384 252
2 3385 252
2 3386 252
2 3387 252
2 3388 252
2 3389 252
2 3390 252
2 3391 252
2 3392 252
2 3393 252
2 3394 252
2 3395 252
2 3396 252
2 3397 252
2 3398 252
2 3399 252
2 3400 252
2 3401 252
2 3402 252
2 3403 252
2 3404 252
2 3405 252
2 3406 252
2 3407 252
2 3408 252
2 3382 253
2 3383 253
2 3384 253
2 3385 253
2 3386 253
2 3387 253
2 3388 253
2 3389 253
2 3390 253
2 3391 253
2 3392 253
2 3393 253
2 3394 253
2 3395 253
2 3396 253
2 3397 253
2 3398 253
2 3399 253
2 3400 253
2 3401 253
2 3402 253
2 3403 253
2 3404 253
2 3405 253
2 3406 253
2 3407 253
2 3408 253
2 3381 254
2 3382 254
2 3383 254
2 3384 254
2 3385 254
2 3386 254
2 3387 254
2 3388 254
2 3389 254
2 3390 254
2 3391 254
2 3392 254
2 3393 254
2 3394 254
2 3395 254
2 3396 254
2 3397 254
2 3398 254
2 3399 254
2 3400 254
2 3401 254
2 3402 254
2 3403 254
2 3404 254
2 3405 254
2 3406 254
2 3407 254
2 3380 255
2 3381 255
2 3382 255
2 3383 255
2 3384 255
2 3385 255
2 3386 255
2 3387 255
2 3388 255
2 3389 255
2 3390 255
2 3391 255
2 3392 255
2 3393 255
2 3394 255
2 3395 255
2 3396 255
2 3397 255
2 3398 255
2 3399 255
2 3400 255
2 3401 255
2 3402 255
2 3403 255
2 3404 255
2 3405 255
2 3406 255
2 3407 255
2 3380 256
2 3381 256
2 3382 256
2 3383 256
2 3384 256
2 3385 256
2 3386 256
2 3387 256
2 3388 256
2 3389 256
2 3390 256
2 3391 256
2 3392 256
2 3393 256
2 3394 256
2 3395 256
2 3396 256
2 3397 256
2 3398 256
2 3399 256
2 3400 256
2 3401 256
2 3402 256
2 3403 256
2 3404 256
2 3405 256
2 3406 256
2 3407 256
2 3380 257
2 3381 257
2 3382 257
2 3383 257
2 3384 257
2 3385 257
2 3386 257
2 3387 257
2 3388 257
2 3389 257
2 3390 257
2 3391 257
2 3392 257
2 3393 257
2 3394 257
