# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: x
#   datatype: int32
# - name: y
#   datatype: int32
# - name: sep
#   datatype: float64
# - name: weight
#   datatype: float64
# schema: astropy-2.0
sexcat_id x y sep weight
4992 3494 3842 27.819209783888542 0.3549498914308519
4992 3495 3842 28.156037238929777 0.36652933446754676
4992 3496 3842 28.52396243511761 0.3746838529940898
4992 3500 3842 30.28254337072766 0.3677781950485606
4992 3501 3842 30.78776433910072 0.3566103677882863
4992 3502 3842 31.31677558434141 0.342486631633648
4992 3503 3842 31.868392381794262 0.32602384754263863
4992 3504 3842 32.44146163476613 0.30786788804016507
4992 3491 3843 26.031719747262173 0.33997532066654546
4992 3492 3843 26.277451036963225 0.36007452304525706
4992 3493 3843 26.558584920887633 0.3780787430004614
4992 3494 3843 26.87401036317431 0.3932182700178004
4992 3495 3843 27.22253538890161 0.4047733695385493
4992 3496 3843 27.602906241915917 0.41214859993239644
4992 3497 3843 28.01382574729844 0.41494250685866624
4992 3498 3843 28.45397042593531 0.4129985853434394
4992 3499 3843 28.922006033468726 0.40642598597892843
4992 3500 3843 29.416601316263606 0.3955850248301102
4992 3501 3843 29.936439885196805 0.3810409693425989
4992 3502 3843 30.480230199261985 0.3634966927409657
4992 3503 3843 31.046713723033594 0.3437181733187374
4992 3504 3843 31.63467137493296 0.32246586109779485
4992 3505 3843 32.24292841849206 0.3004408599437125
4992 3506 3843 32.87035796884487 0.2782497375154337
4992 3487 3844 24.4241362795084 0.28107340748782955
4992 3488 3844 24.523303876109324 0.30566434957403826
4992 3489 3844 24.662652594560846 0.3306294698592992
4992 3490 3844 24.841506254653705 0.35537339241351956
4992 3491 3844 25.059018995164184 0.3791625253307955
4992 3492 3844 25.31419429885138 0.40114793126729936
4992 3493 3844 25.605906213215732 0.4204123503499407
4992 3494 3844 25.932921798362795 0.43604183394470053
4992 3495 3844 26.293923879862444 0.4472159832906421
4992 3496 3844 26.68753328803546 0.4533034817945747
4992 3497 3844 27.112329907258083 0.45394432409626145
4992 3498 3844 27.5668720205975 0.4490999440704467
4992 3499 3844 28.04971359925091 0.43905872092599435
4992 3500 3844 28.559419339335346 0.42439544326580103
4992 3501 3844 29.094577381360985 0.405894980198619
4992 3502 3844 29.653809755240598 0.3844580708780966
4992 3503 3844 30.235780674558455 0.361008421166374
4992 3504 3844 30.839202859347758 0.33641594642287437
4992 3505 3844 31.462842099848565 0.3114438742102325
4992 3506 3844 32.10552028857348 0.2867205681800171
4992 3507 3844 32.76611714866447 0.26273223472558743
4992 3484 3845 23.372642833021636 0.23681967898382017
4992 3485 3845 23.34811412084492 0.26093998691723114
4992 3486 3845 23.36639537883407 0.28662027002703216
4992 3487 3845 23.427386388583734 0.3135959997955431
4992 3488 3845 23.530755045259358 0.34145859201868584
4992 3489 3845 23.675946295766067 0.36963318255601274
4992 3490 3845 23.862196734584167 0.39736757382346416
4992 3491 3845 24.088553983168012 0.4237406832591556
4992 3492 3845 24.353899749321457 0.447698853676216
4992 3493 3845 24.65697534167563 0.46812542075759533
4992 3494 3845 24.996408402008484 0.48394210024126666
4992 3495 3845 25.370739701475017 0.4942307485127691
4992 3496 3845 25.778449002994748 0.4983539015177419
4992 3497 3845 26.217979193675493 0.4960470221645577
4992 3498 3845 26.68775811116403 0.48745876224543044
4992 3499 3845 27.186217703093632 0.47312819711545107
4992 3500 3845 27.71181035226681 0.4539053259911017
4992 3501 3845 28.26302236138241 0.43083577170523235
4992 3502 3845 28.83838471551419 0.4050368024407002
4992 3503 3845 29.436481328446895 0.37758852131774295
4992 3504 3845 30.055955033903064 0.34945472709561015
4992 3505 3845 30.69551161000584 0.32143748805742006
4992 3506 3845 31.3539221310509 0.2941615716702429
4992 3507 3845 32.0300239306811 0.26808085180815594
4992 3508 3845 32.72272044008572 0.24349812941358515
4992 3483 3846 22.443939783380223 0.23783737223666976
4992 3484 3846 22.37374427761249 0.2633177036858681
4992 3485 3846 22.348119227353294 0.29078044022868577
4992 3486 3846 22.367217819836206 0.3200386405311421
4992 3487 3846 22.430925816827056 0.35075561257834614
4992 3488 3846 22.538864944801432 0.3824103079562133
4992 3489 3846 22.690403984944805 0.41426955902947654
4992 3490 3846 22.884676816594972 0.44537689073941505
4992 3491 3846 23.12060624205169 0.4745698562980632
4992 3492 3846 23.39693212795216 0.5005372730891039
4992 3493 3846 23.71224226006474 0.5219222447865336
4992 3494 3846 24.065004321628543 0.5374654496504908
4992 3495 3846 24.453597547191308 0.5461678265944137
4992 3496 3846 24.876342838126366 0.5474383417996992
4992 3497 3846 25.331530411722092 0.5411887743202263
4992 3498 3846 25.817444354544495 0.5278483204867396
4992 3499 3846 26.332383731823477 0.5082936526398165
4992 3500 3846 26.87468014693388 0.48371491993795185
4992 3501 3846 27.44271183757178 0.455453786449478
4992 3502 3846 28.03491453527195 0.4248505220231041
4992 3503 3846 28.649789405857817 0.3931261256324415
4992 3504 3846 29.285908437335575 0.36130992776435883
4992 3505 3846 29.941917657357944 0.33020997520567447
4992 3506 3846 30.61653855353351 0.30041602634107445
4992 3507 3846 31.30856804454659 0.2723229787191555
4992 3508 3846 32.01687731494132 0.24616407253885497
4992 3509 3846 32.74040978668417 0.2220461930760354
4992 3482 3847 21.568041937088246 0.23772861956380356
4992 3483 3847 21.44841329795744 0.264387317340192
4992 3484 3847 21.374948725084646 0.2934504799632233
4992 3485 3847 21.34812481226391 0.3248261557950419
4992 3486 3847 21.36811720765305 0.358275566755412
4992 3487 3847 21.43479491387773 0.3933671772062138
