# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: x
#   datatype: int32
# - name: y
#   datatype: int32
# schema: astropy-2.0
sexcat_id x y
128 3224 357
128 3225 357
128 3226 357
128 3227 357
128 3228 357
128 3223 358
128 3224 358
128 3225 358
128 3226 358
128 3227 358
128 3228 358
128 3229 358
128 3222 359
128 3223 359
128 3224 359
128 3225 359
128 3226 359
128 3227 359
128 3228 359
128 3229 359
128 3230 359
128 3221 360
128 3222 360
128 3223 360
128 3224 360
128 3225 360
128 3226 360
128 3227 360
128 3228 360
128 3229 360
128 3230 360
128 3231 360
128 3221 361
128 3222 361
128 3223 361
128 3224 361
128 3225 361
128 3226 361
128 3227 361
128 3228 361
128 3229 361
128 3230 361
128 3231 361
128 3220 362
128 3221 362
128 3222 362
128 3223 362
128 3224 362
128 3225 362
128 3226 362
128 3227 362
128 3228 362
128 3229 362
128 3230 362
128 3231 362
128 3232 362
128 3220 363
128 3221 363
128 3222 363
128 3223 363
128 3224 363
128 3225 363
128 3226 363
128 3227 363
128 3228 363
128 3229 363
128 3230 363
128 3231 363
128 3232 363
128 3220 364
128 3221 364
128 3222 364
128 3223 364
128 3224 364
128 3225 364
128 3226 364
128 3227 364
128 3228 364
128 3229 364
128 3230 364
128 3231 364
128 3232 364
128 3233 364
128 3220 365
128 3221 365
128 3222 365
128 3223 365
128 3224 365
128 3225 365
128 3226 365
128 3227 365
128 3228 365
128 3229 365
128 3230 365
128 3231 365
128 3232 365
128 3233 365
128 3221 366
128 3222 366
128 3223 366
128 3224 366
128 3225 366
128 3226 366
128 3227 366
128 3228 366
128 3229 366
128 3230 366
128 3231 366
128 3232 366
128 3233 366
128 3221 367
128 3222 367
128 3223 367
128 3224 367
128 3225 367
128 3226 367
128 3227 367
128 3228 367
128 3229 367
128 3230 367
128 3231 367
128 3232 367
128 3233 367
128 3221 368
128 3222 368
128 3223 368
128 3224 368
128 3225 368
128 3226 368
128 3227 368
128 3228 368
128 3229 368
128 3230 368
128 3231 368
128 3232 368
128 3233 368
128 3221 369
128 3222 369
128 3223 369
128 3224 369
128 3225 369
128 3226 369
128 3227 369
128 3228 369
128 3229 369
128 3230 369
128 3231 369
128 3232 369
128 3233 369
128 3222 370
128 3223 370
128 3224 370
128 3225 370
128 3226 370
128 3227 370
128 3228 370
128 3229 370
128 3230 370
128 3231 370
128 3232 370
128 3233 370
128 3223 371
128 3224 371
128 3225 371
128 3226 371
128 3227 371
128 3228 371
128 3229 371
128 3230 371
128 3231 371
128 3232 371
128 3233 371
128 3224 372
128 3225 372
128 3226 372
128 3227 372
128 3228 372
128 3229 372
128 3230 372
128 3231 372
128 3232 372
128 3226 373
128 3227 373
128 3228 373
128 3229 373
128 3230 373
128 3231 373
128 3232 373
128 3228 374
128 3229 374
128 3230 374
1387 1223 1242
1387 1224 1242
1387 1225 1242
1387 1226 1242
1387 1221 1243
1387 1222 1243
1387 1223 1243
1387 1224 1243
1387 1225 1243
1387 1226 1243
1387 1227 1243
1387 1228 1243
