# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: x
#   datatype: int32
# - name: y
#   datatype: int32
# schema: astropy-2.0
sexcat_id x y
1094 288 2269
1094 289 2269
1094 290 2269
1094 291 2269
1094 287 2270
1094 288 2270
1094 289 2270
1094 290 2270
1094 291 2270
1094 292 2270
1094 287 2271
1094 288 2271
1094 289 2271
1094 290 2271
1094 291 2271
1094 292 2271
1094 293 2271
1094 286 2272
1094 287 2272
1094 288 2272
1094 289 2272
1094 290 2272
1094 291 2272
1094 292 2272
1094 293 2272
1094 286 2273
1094 287 2273
1094 288 2273
1094 289 2273
1094 290 2273
1094 291 2273
1094 292 2273
1094 293 2273
1094 285 2274
1094 286 2274
1094 287 2274
1094 288 2274
1094 289 2274
1094 290 2274
1094 291 2274
1094 292 2274
1094 293 2274
1094 294 2274
1094 285 2275
1094 286 2275
1094 287 2275
1094 288 2275
1094 289 2275
1094 290 2275
1094 291 2275
1094 292 2275
1094 293 2275
1094 294 2275
1094 284 2276
1094 285 2276
1094 286 2276
1094 287 2276
1094 288 2276
1094 289 2276
1094 290 2276
1094 291 2276
1094 292 2276
1094 293 2276
1094 294 2276
1094 295 2276
1094 284 2277
1094 285 2277
1094 286 2277
1094 287 2277
1094 288 2277
1094 289 2277
1094 290 2277
1094 291 2277
1094 292 2277
1094 293 2277
1094 294 2277
1094 295 2277
1094 284 2278
1094 285 2278
1094 286 2278
1094 287 2278
1094 288 2278
1094 289 2278
1094 290 2278
1094 291 2278
1094 292 2278
1094 293 2278
1094 294 2278
1094 295 2278
1094 296 2278
1094 284 2279
1094 285 2279
1094 286 2279
1094 287 2279
1094 288 2279
1094 289 2279
1094 290 2279
1094 291 2279
1094 292 2279
1094 293 2279
1094 294 2279
1094 295 2279
1094 283 2280
1094 284 2280
1094 285 2280
1094 286 2280
1094 287 2280
1094 288 2280
1094 289 2280
1094 290 2280
1094 291 2280
1094 292 2280
1094 293 2280
1094 294 2280
1094 295 2280
1094 283 2281
1094 284 2281
1094 285 2281
1094 286 2281
1094 287 2281
1094 288 2281
1094 289 2281
1094 290 2281
1094 291 2281
1094 292 2281
1094 293 2281
1094 294 2281
1094 295 2281
1094 283 2282
1094 284 2282
1094 285 2282
1094 286 2282
1094 287 2282
1094 288 2282
1094 289 2282
1094 290 2282
1094 291 2282
1094 292 2282
1094 293 2282
1094 294 2282
1094 295 2282
1094 283 2283
1094 284 2283
1094 285 2283
1094 286 2283
1094 287 2283
1094 288 2283
1094 289 2283
1094 290 2283
1094 291 2283
1094 292 2283
1094 293 2283
1094 294 2283
1094 295 2283
1094 283 2284
1094 284 2284
1094 285 2284
1094 286 2284
1094 287 2284
1094 288 2284
1094 289 2284
1094 290 2284
1094 291 2284
1094 292 2284
1094 293 2284
1094 294 2284
1094 295 2284
1094 284 2285
1094 285 2285
1094 286 2285
1094 287 2285
1094 288 2285
1094 289 2285
1094 290 2285
1094 291 2285
1094 292 2285
1094 293 2285
1094 294 2285
1094 295 2285
1094 284 2286
1094 285 2286
1094 286 2286
1094 287 2286
1094 288 2286
1094 289 2286
1094 290 2286
1094 291 2286
1094 292 2286
1094 293 2286
1094 294 2286
1094 295 2286
1094 284 2287
1094 285 2287
1094 286 2287
1094 287 2287
1094 288 2287
1094 289 2287
1094 290 2287
1094 291 2287
1094 292 2287
1094 293 2287
1094 294 2287
1094 295 2287
1094 284 2288
1094 285 2288
1094 286 2288
1094 287 2288
1094 288 2288
1094 289 2288
1094 290 2288
1094 291 2288
1094 292 2288
1094 293 2288
1094 294 2288
1094 295 2288
1094 284 2289
1094 285 2289
1094 286 2289
1094 287 2289
1094 288 2289
1094 289 2289
1094 290 2289
1094 291 2289
1094 292 2289
1094 293 2289
1094 294 2289
1094 295 2289
1094 285 2290
1094 286 2290
1094 287 2290
1094 288 2290
1094 289 2290
1094 290 2290
1094 291 2290
1094 292 2290
1094 293 2290
1094 294 2290
1094 295 2290
1094 285 2291
1094 286 2291
1094 287 2291
1094 288 2291
1094 289 2291
1094 290 2291
1094 291 2291
1094 292 2291
1094 293 2291
1094 294 2291
1094 285 2292
1094 286 2292
1094 287 2292
1094 288 2292
1094 289 2292
1094 290 2292
1094 291 2292
1094 292 2292
1094 293 2292
1094 294 2292
1094 286 2293
1094 287 2293
1094 288 2293
1094 289 2293
1094 290 2293
1094 291 2293
1094 292 2293
1094 293 2293
1094 286 2294
1094 287 2294
1094 288 2294
1094 289 2294
1094 290 2294
1094 291 2294
1094 292 2294
1094 293 2294
1094 286 2295
1094 287 2295
1094 288 2295
1094 289 2295
1094 290 2295
1094 291 2295
1094 292 2295
1094 286 2296
1094 287 2296
1094 288 2296
1094 289 2296
1094 290 2296
1094 291 2296
1094 292 2296
1094 287 2297
1094 288 2297
1094 289 2297
1094 290 2297
1094 291 2297
1094 288 2298
1094 289 2298
1417 749 2884
1417 750 2884
1417 751 2884
1417 755 2884
1417 756 2884
1417 757 2884
1417 758 2884
1417 748 2885
1417 749 2885
1417 750 2885
1417 751 2885
1417 752 2885
1417 753 2885
1417 754 2885
1417 755 2885
1417 756 2885
1417 757 2885
1417 758 2885
1417 759 2885
1417 746 2886
1417 747 2886
1417 748 2886
1417 749 2886
1417 750 2886
1417 751 2886
1417 752 2886
1417 753 2886
1417 754 2886
1417 755 2886
1417 756 2886
1417 757 2886
1417 758 2886
1417 759 2886
1417 760 2886
1417 742 2887
1417 743 2887
1417 744 2887
1417 745 2887
1417 746 2887
1417 747 2887
1417 748 2887
1417 749 2887
1417 750 2887
1417 751 2887
1417 752 2887
1417 753 2887
1417 754 2887
1417 755 2887
1417 756 2887
1417 757 2887
1417 758 2887
1417 759 2887
1417 760 2887
1417 761 2887
1417 762 2887
1417 739 2888
1417 740 2888
1417 741 2888
1417 742 2888
1417 743 2888
1417 744 2888
1417 745 2888
1417 746 2888
1417 747 2888
1417 748 2888
1417 749 2888
1417 750 2888
1417 751 2888
1417 752 2888
1417 753 2888
1417 754 2888
1417 755 2888
1417 756 2888
1417 757 2888
1417 758 2888
1417 759 2888
1417 760 2888
1417 761 2888
1417 762 2888
1417 763 2888
1417 739 2889
1417 740 2889
1417 741 2889
1417 742 2889
1417 743 2889
1417 744 2889
1417 745 2889
1417 746 2889
1417 747 2889
1417 748 2889
1417 749 2889
1417 750 2889
1417 751 2889
1417 752 2889
1417 753 2889
1417 754 2889
1417 755 2889
1417 756 2889
1417 757 2889
1417 758 2889
1417 759 2889
1417 760 2889
1417 761 2889
1417 762 2889
1417 763 2889
1417 764 2889
1417 765 2889
1417 766 2889
1417 767 2889
1417 739 2890
1417 740 2890
1417 741 2890
1417 742 2890
1417 743 2890
1417 744 2890
1417 745 2890
1417 746 2890
1417 747 2890
1417 748 2890
1417 749 2890
1417 750 2890
1417 751 2890
1417 752 2890
1417 753 2890
1417 754 2890
1417 755 2890
1417 756 2890
1417 757 2890
1417 758 2890
1417 759 2890
1417 760 2890
1417 761 2890
1417 762 2890
1417 763 2890
1417 764 2890
1417 765 2890
1417 766 2890
1417 767 2890
1417 768 2890
1417 739 2891
1417 740 2891
1417 741 2891
1417 742 2891
1417 743 2891
1417 744 2891
1417 745 2891
1417 746 2891
1417 747 2891
1417 748 2891
1417 749 2891
