# %ECSV 0.9
# ---
# datatype:
# - {name: Galaxy_ID, datatype: int32}
# - {name: Galaxy_RA, datatype: float64}
# - {name: Galaxy_Dec, datatype: float64}
# - {name: PGC, datatype: string}
# - {name: Name_GWGC, datatype: string}
# - {name: Name_HyperLEDA, datatype: string}
# - {name: Name_2MASS, datatype: string}
# - {name: Name_SDSS_DR12, datatype: string}
# - {name: Galaxy_4D_Prob, datatype: float64}
# - {name: z, datatype: float64}
# - {name: z_Dist, datatype: float64}
# - {name: z_Dist_Err, datatype: float64}
# - {name: B, datatype: float64}
# - {name: K, datatype: float64}
# meta: !!omap
# - comment: [DCMP File=s005aae0297.i.ut190429.5136_stch_1.sw.dcmp, DB ID=5090, Field
#       Name=s005aae0297, RA (deg)=241.1871, Dec (deg)=23.8191, MJD=58603.30028, Exp
#       Time (sec)=180.0, Lim Mag=21.0893, Instrument=SWOPE, E(B-V)=0.139894391656,
#     Filter=SDSS i, A_lambda=0.23754067703188803, Net 2D Prob=0.00021520993883310003,
#     Redistributed 2D Prob=1.212202214485449e-05, Net 4D Prob=0.001020276437714766,
#     Weighted Mean Pixel Comp=0.9527420046103101, Weighted Mean Pixel Dist=185.31022557267548]
# schema: astropy-2.0
Galaxy_ID Galaxy_RA Galaxy_Dec PGC Name_GWGC Name_HyperLEDA Name_2MASS Name_SDSS_DR12 Galaxy_4D_Prob z z_Dist z_Dist_Err B K
66169 241.135391 23.944275 None None 140561 16043249+2356393 None 2.67840688562e-06 0.0328963064482 138.081246763 3.31394992231 17.84 14.148
335788 240.942 23.97671 None None 1697264 None None 2.6711810323e-06 0.0348736674368 146.596912998 3.51832591196 18.62 nan
499829 240.947083 23.874571 None None 1695314 16034729+2352284 None 0.0 0.121235 541.38254544 12.9931810906 17.926 13.847
499846 240.914871 23.893736 None None 1695641 16033956+2353374 None 0.0 0.118586 528.629018429 12.6870964423 17.339 13.203
499880 240.942261 23.936003 None None 1696453 16034614+2356096 None 0.0 0.11944 532.736260662 12.7856702559 17.228 13.084
1229364 240.989 23.99915 None None 1697695 None None 0.0 0.111327565664 493.886503846 11.8532760923 18.75 nan
2991 241.236267 23.932871 None None NGC6051 16045670+2355583 None 2.05756937938e-06 0.024318 101.41897229 2.43405533496 13.737 9.681
39701 241.267807 23.917091 None None 57025 16050427+2355015 None 0.000213034068117 0.047928 203.420139085 4.88208333803 15.746 11.778
54708 241.231689 23.969814 None None 1697119 16045560+2358113 None 3.33355788673e-06 0.05935 253.990116509 6.09576279622 17.005 13.542
62398 241.210724 23.975086 None None 57003 16045057+2358303 None 0.000108287510817 0.039258 165.564468643 3.97354724744 15.954 11.829
62399 241.247803 23.970095 None None 57014 16045947+2358123 None 1.14188776272e-05 0.031082 130.289077997 3.12693787194 15.475 11.934
66170 241.214676 23.937588 None None 140564 16045152+2356153 None 1.98534341988e-05 0.035734 150.309548381 3.60742916114 16.718 13.402
297985 241.231 23.96529 None None 57010 None None 7.56279968047e-06 0.053509916755 228.034935431 5.47283845034 18.15 nan
335775 241.357 23.92027 None None 1696139 None None 3.38514071705e-07 0.0302022151011 126.517883808 3.0364292114 18.89 nan
335785 241.379 23.97036 None None 1697142 None None 4.68470876466e-06 0.053509916755 228.034935431 5.47283845034 18.67 nan
335789 241.489 23.98553 None None 1697461 None None 1.64020242441e-06 0.0330445665223 138.718902182 3.32925365238 18.42 nan
377828 241.268 24.04455 None None SDSSJ160504.21+240240.4 None None 3.80569046275e-06 0.0340996070498 143.260479362 3.43825150469 17.92 nan
397400 241.301 23.85251 None None SDSSJ160512.22+235109.2 None None 4.03252182523e-07 0.0302022151011 126.517883808 3.0364292114 18.7 nan
398114 241.333 23.91532 None None SDSSJ160519.85+235455.0 None None 1.24406045775e-06 0.0331932465966 139.35850061 3.34460401463 18.78 nan
499973 241.325272 24.031904 None None 1698362 16051806+2401548 None 0.0 0.108502854251 480.446796958 11.530723127 17.78 14.194
528031 241.334198 23.916079 None None 1696063 16052020+2354578 None 5.06544876866e-14 0.085274 371.664090438 8.91993817052 17.274 13.639
958648 241.230484 23.965647 None None None 16045531+2357563 None 2.45368255777e-07 0.06622 284.785179141 6.83484429939 16.386 12.649
62386 241.139435 23.837868 None None 56958 16043346+2350163 None 0.000214932576613 0.041487 175.25294785 4.2060707484 15.837 12.779
62388 241.152542 23.663149 None None 56963 16043661+2339473 None 6.81665228274e-05 0.036673 154.366874542 3.704804989 15.751 11.935
